,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
1596,2023-03-14 20:09:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/UFZWIQAeEO",0,0,935,0
1597,2023-03-14 20:06:46+00:00,irish_news,"Belfast, Northern Ireland","Up to 40mm of rainfall is expected in parts of the north as the latest weather warning is issued.

https://t.co/H5BQOUBE1N",3,0,123238,0
1598,2023-03-14 20:04:10+00:00,islwyn_izzy,Newry,@IrenaBuzarewicz Irish philosophical bum; the weather here is predictably unpredictable☔️,0,0,3931,0
1599,2023-03-14 19:08:21+00:00,sagan2004,,I love the Beleek Irish China ❤️. Definitely nap weather.,2,1,91,0
1600,2023-03-14 19:05:12+00:00,HawaiiOhio22,"Ohio, USA",@buckeyenichole Irish weather today,0,0,48,0
1601,2023-03-14 18:56:56+00:00,OmahaRiverFront,"Omaha, Neb.","🚨🍀St. Patty's Day in the Park Update🍀🚨 

Due to forecast weather, St. Patty's Day in the park has been moved to Wednesday, March 15 from 11 AM to 3 PM.  Enjoy live Irish music, shamrock cookies and coloring sheets as well as local food truck offerings. https://t.co/6wCXNZCub9",0,0,1820,0
1602,2023-03-14 18:10:39+00:00,MarkFow74007631,,"British and Irish TV and film birthdays for 14 March  

Happy birthday to Des Coleman
(born 14 March 1975)
British actor, singer and weather presenter. https://t.co/l7Fv4Evvia",5,1,517,2
1603,2023-03-14 17:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1604,2023-03-14 16:42:57+00:00,iccmanchester,"Manchester, England","On Thurs @iccmanchester
are holding a Irish historical walking tour of #Manchester 🚶‍♂️🚶‍♀️Leaving from Castlefield Bowl at 12 &amp; ending at Shambles Sq, come along &amp; find out some of the experiences of the #Irish in Mcr. Come dressed for the Mcr weather☀️🌧🌫 in appropriate footwear https://t.co/7GW5gcGWkq",16,9,833,1
1605,2023-03-14 16:26:16+00:00,DaveyDboi, Ireland,"Love irish weather, this morning was a hail/snowstorm, now its calm n sunny",8,0,3401,1
1606,2023-03-14 16:15:38+00:00,markreihill,Belfast,"We're huge @OliverJeffers fans in this house - so when we realised #OurPlaceInSpace was back we hopped in the car and headed straight for the @utm_cultra 

The kids (and big kids) had an absolute ball - despite the baltic, Northern Irish weather. https://t.co/MdAu5e0zF9",8,1,1926,0
1607,2023-03-14 16:07:59+00:00,adoringswan,Ireland,On the phone with my network provider and the topic of the cold weather came up 😂 Typical Irish,2,0,704,0
1608,2023-03-14 15:59:05+00:00,MetEireann,Ireland,"Weather radar is a useful tools for our forecasters, or for hanging out laundry👖!

🆕 ep of the Met Éireann Podcast 👉@fitzpatricknoel speaks to radar meteorologist Sinéad Duffy about how these radar work &amp; some big upgrades to the Irish radar network

🎧https://t.co/3xYL5kq9QG https://t.co/7gb4uppEx9",10,2,350405,0
1609,2023-03-14 14:02:58+00:00,nerds_feather,"Los Angeles, CA",@ForgedinNeon @thymecop1984 We’ve had English/Irish weather for the past six months!,2,0,3382,2
1610,2023-03-14 13:46:07+00:00,jc_ie,"Oxford, England / Dublin, Irel",@FeyEarth The Irish weather forecast? ;),1,0,1063,1
1611,2023-03-14 13:43:47+00:00,MikeDubIre,,I love Irish weather 😁,0,0,56,1
1612,2023-03-14 12:23:06+00:00,drruthannharpur,London,@FionaQuigs That’s northern Irish weather for you!,1,0,6004,1
1613,2023-03-14 12:13:09+00:00,IrishStarUS,New York,"St Patrick's Day parade-goers are in for some washout weather according to the latest Irish forecasts, with rain or showers forecast nationwide. ☔️

https://t.co/IoXEfYZvSG",0,0,17659,0
1614,2023-03-14 11:40:56+00:00,DJReady2Rock,"Bangor, Northern Ireland","I’m bleedin sick of the weather too Murph, I’ll make ye a few scones that’ll cheer you up ❤️
#Irishweather ☀️ ❄️ 🥶 🌧️ all in one day 😫😫 https://t.co/ljMh2E9uxk",98,2,5203,12
1615,2023-03-14 11:33:56+00:00,Borano2,惑星羽生,"@DorothyKenny6 @lagaia9 @dustyfyre @fenraven @Srir4tu7 @YuzuDocuProject @DianeLu10 @Sun_Rise7777 Thanks Dorothy,really nice music💖-but it makes me so sad. In addition,there is the gray weather outside the window. 🥹You Irish also have such rousing violin music,do you perhaps have something to cheer me up?🙏The purple sin is not enough because the🍑 peach is not complete.😭",2,0,50,1
1616,2023-03-14 11:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1617,2023-03-14 10:43:13+00:00,sochanska,,Who told you lies about the Irish weather???😆☀️ #Dublin Walks #DayOff 🏃‍♀️💪🏃‍♀️💪🏃‍♀️🌞🌞🌞 https://t.co/SxY2pGTw0i,15,1,760,0
1618,2023-03-14 10:31:04+00:00,CormacGP,"Greystones, Ireland",Four months in Australian summer is a highly useless way to prepare for Irish weather 😂 Baltic,24,0,14269,2
1619,2023-03-14 10:30:14+00:00,LiveAdventureT,Ireland,"""As an Irish girl, I know how unpredictable the weather can be. That's why I've created the ultimate packing list for your trip to Ireland. Don't let the weather ruin your adventure - pack like a pro with my guide. 🌧️☀️

Check out the guide here: https://t.co/XdIo8GvT5S""",3,0,1450,0
1620,2023-03-14 09:58:15+00:00,irish_organic,Galway,"@IrishRainforest Can we please stop referring to them as 'wildfires'. We don't have the climate or weather for fires to sporadically break out in Feb/March. The terminology detracts from the seriousness of the issue.

'Wildfires' that start at the same time in the same place every year? Indeed...",55,5,4033,4
1621,2023-03-14 08:33:09+00:00,hellosailing,Seven Seas,SailWorldNews: Irish sailor Tom Dolan staying mentally focused as programme upset by weather at 2023's first event https://t.co/j4MmB6lYTZ https://t.co/mn3jd9MraD,0,0,1711,0
1622,2023-03-14 08:21:19+00:00,foleychristine5,"Maghull, England",@Ryanair I was on a Ryanair flight from Copenhagen to Liverpool last week in terrible weather. I hate flying anyway and I was a nervous wreck. I would have been made up if these people had been on that flight. It would have took my mind off things and I love Irish music 😁😁,1,0,87,0
1623,2023-03-14 07:49:05+00:00,EireFreedom16,,"@SBakerMD Ireland is up there with the best, all Irish beef must be fed grass for 90% of its life and the other 10% allows to farmers to use silage for when it's too cold or weather is too cold for the cows to be outside",0,0,7,0
1624,2023-03-14 07:39:00+00:00,SailWorldNews,"USA,Can,UK,EU,NZ,Aus,Asia",Irish sailor Tom Dolan staying mentally focused as programme upset by weather at 2023's first event https://t.co/WqwfLCDxx1 https://t.co/oK3te285C6,1,0,35302,0
1625,2023-03-14 06:18:32+00:00,PatsPat,,"They are ladies shawls, they wouldn't have had coats, they covered themselves due to the cold weather. You need to do some homework, look at Irish shawls online, you will see loads of them.",0,0,609,0
1626,2023-03-14 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Becoming fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1627,2023-03-14 05:46:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/H69W9NBKQH",1,0,935,0
1628,2023-03-14 05:42:28+00:00,HomelessIrish,Dublin,"'20 of us sleep together for warmth': The homeless people freezing on Ireland's streets during cold snap
The Irish Mirror speaks to those in danger of freezing to death during so-called 'Troll from Trondheim' weather plunge.
https://t.co/qh0XgBwSgE",0,0,0,0
1629,2023-03-14 02:23:18+00:00,Chopchop90210,Killymun Jario Dublin ,@SkyNews He may need to brace himself for the old Irish weather..... literally,0,0,10,0
1630,2023-03-14 02:15:39+00:00,TheIrishFella3,,@irishexaminer The feckers with family and friends skit off to the US at  taxpayers expense and give the two fingers to those at home who have to endure the Irish weather and overinflated prices. One would think leaders of this great banana republic would want to spend the day with their people https://t.co/XXkxKfxzWu,1,0,9,0
1631,2023-03-14 01:32:31+00:00,egosmego,Neo-Neo-Érie,irish weather is great https://t.co/iIeNlTlxQt,28,1,1267,2
1632,2023-03-14 00:04:00+00:00,IrishCentral,New York City,"This Irish chef's lamb stew recipe is the perfect remedy to the drizzly cold weather - and a perfect treat for St. Patrick's Day!
https://t.co/7vCat3rTjk",8,2,42010,2
1633,2023-03-13 21:05:58+00:00,K_interarma,"NYC, LDN, Belfast, Strasbourg","Off to Philly to see @marywallopers under a weather one can only classify as Irish, which is fitting.",12,1,6078,1
1634,2023-03-13 20:46:21+00:00,Irish_Lachlan,"Boston,MA","""Just two fellas, hanging out, keeping warm from the cold weather."" https://t.co/FgBPXE03rS",2,0,330,1
1635,2023-03-13 20:34:00+00:00,LaoisPeople1,Portlaoise ,"Click below for your weather forecast for this most Irish of weeks. 
Courtesy of Irish Weather Online page. Animation courtesy of https://t.co/DWUEu03G6F and Met Éireann 
https://t.co/qPjHMlroaE https://t.co/AWmJCUXSec",0,0,2577,0
1636,2023-03-13 20:17:22+00:00,EnglishUCC,Cork,"@EnglishUCC's Dr Semple was delighted to meet Prof Milde and Mz Li of @westernuArts @WesternU to discuss shared interests including English, Creative Writing, @UCC_DH, and of course the Irish weather! @CACSSS1 @UCCInt @westernuIntl ☘️🇨🇦🇮🇪 https://t.co/3RtqUVbcd0",17,1,3095,0
1637,2023-03-13 20:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Fairly fine, possible showers early
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1638,2023-03-13 18:57:20+00:00,TomDolan650,"Concarneau, France","🇮🇪 Hello weather ? 🌧
Finally in action? Like his opponents, Tom Dolan can't wait to get started on the coastal courses! 
Tomorrow perhaps? May the Irish emblem bring us luck 🍀 😉
📲 https://t.co/dIk9LEaZsk https://t.co/QgKSM1hGyr",5,0,356,0
1639,2023-03-13 17:44:43+00:00,ShanelleHensley,,How am I supposed to get my Irish jig on in this kind of weather??,1,1,133,0
1640,2023-03-13 17:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Showery early, improving
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1641,2023-03-13 15:57:53+00:00,RosemaryFrazer,London,Irish Stew day at Chez Frazer-Kelly. Seems like the right weather for it. Smells delicious. Trust me!,4,0,3910,0
1642,2023-03-13 15:43:55+00:00,adoolan34,,@patriciascanl18 Irish weather.😅 But you do have a lovely view.,0,0,1804,0
1643,2023-03-13 15:08:38+00:00,EDre73,,this irish weather has made me realize why my ancestors drowned themselves in liquor,3,0,327,0
1644,2023-03-13 14:33:11+00:00,Timothy57040329,,@RebelNews_UK @RebelNewsOnline But like a true English Irish Welsh or Scottish lad ( no idea which region yiu were born ) yout are built for the weather beacon  bap and a cuppa you are happy  reast to take the world on  :),0,0,76,0
1645,2023-03-13 14:10:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gRmdN #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/ZBHcyHQLAI",0,0,935,0
1646,2023-03-13 14:04:38+00:00,BScotTanner,"Dublin City, Ireland","@Darren_A_Corr From the eye of a comedian it is, plus it is American humor which pokes fun of everyone equally. Irish have thick enough skin to weather the jokes.",0,0,1346,1
1647,2023-03-13 13:56:14+00:00,StiltkinRumple,"Marple, England","@KensingtonRoyal @irish_guards Good for you, getting out there &amp; doing it whatever the weather, like the Princess Royal always has #WorkingRoyals",1,0,369,0
1648,2023-03-13 13:39:17+00:00,OriginalUde,Afterlife,Irish weather is too funny,1,0,36,0
1649,2023-03-13 13:00:36+00:00,AirportNational,"Cedar Rapids, IA",Irish 4PBS is Cancelled due to weather. We are hoping to open as soon as the weather allows us to. https://t.co/SmqZa1MpyE,0,0,154,0
1650,2023-03-13 12:55:02+00:00,supernautxx,"BAY AREA, CALIFORNIA",and an Irish dance team! very apt weather this weekend for Irish festivities https://t.co/BFOfWOPHZO,0,0,776,0
1651,2023-03-13 12:00:14+00:00,BelparkTri,Dublin,"Congrats to the Belparkers who were at Quest Kenmare this past weekend ! Described as a ""Great day in the hills. Good honest Irish weather "" 🌧️ https://t.co/V6peSkJVbo",0,0,1718,0
1652,2023-03-13 11:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Rather unsettled clearing later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1653,2023-03-13 11:13:22+00:00,JaredWAFB,,"First thing I thought was ""Irish Spring"" when I looked at my weather graphic...Maybe I'm just crazy due to loss of sleep from the daylight saving clock switch. Good Monday morning! https://t.co/P22pOx2kM4",7,2,7305,2
1654,2023-03-13 11:01:40+00:00,DanIslandiaus1,"Tequesta, FL","@dbongino Dan This week if you’re lucky enough to be Irish, you’re lucky enough!   This would apply to all Americans weather your Irish or not except the Biden family who outright Rejected traditional Irish Conservative principles of living.",4,0,48,0
1655,2023-03-13 10:31:27+00:00,julienDuncan1,,"🧡🍀🧡   Yea  !!   Thankyou Irish Weather God's   !!  🍀🍀   hankyou for this beautiful WARM weather  !!!!!!   It's so lovely to not be frozen to the bones and with many layers of clothes on, to save the oil.  It's just so lovely   ☺️☺️",1,0,785,1
1656,2023-03-13 09:19:35+00:00,TomDolan650,"Concarneau, France","NEWS 📰 // Irish sailor ☘️ Tom Dolan staying mentally focused as programme upset by weather at 2023's first event, @SoloMCoQ 
📲 https://t.co/z1lHgp48dp",0,0,356,0
1657,2023-03-13 09:15:25+00:00,irish_organic,Galway,"The weather in Galway was shocking for the weekend so I mostly hid inside, repotting some of the 'house jungle'. Our son is 7 years old, some of these plants are nearly four times that! 

Hanging bird boxes and sowing seeds today. 

Probably. https://t.co/GBAl4Icnvj",101,3,4033,1
1658,2023-03-13 09:11:46+00:00,atu_ie,,"📝ATU in @RTEBrainstorm:
""When it came to weather forecasts and predictions, Irish folklore could give Met Éireann a run for their money"". 
Analysis by @marion_mcgarry.
#ATUnews #AtlanticTU @rte",8,2,4514,0
1659,2023-03-13 08:47:45+00:00,mathi_gwithyas,Kaurna Yerta,"*Philomena Cunk voice*
St Breaca was an Irish nun who travelled to Cornwall in c460, presumably for the better weather.",7,0,302,2
1660,2023-03-13 08:45:00+00:00,Independent_ie,Dublin,Irish weather: Met Éireann issue Status Yellow snow and ice warning for 11 counties https://t.co/67LmyW70bU,4,0,800946,0
1661,2023-03-13 08:31:31+00:00,briancarrickna1,Sligo ,"@irish_tee @LouieKerr8 Good morning to you 
I hope the weather has been less inclement to you of late",2,0,3287,1
1662,2023-03-13 08:29:23+00:00,island_mud,"Dublin City, Ireland",And they love the Irish weather!,5,3,949,1
1663,2023-03-13 08:19:57+00:00,RacingPost,,"⭕️ TODAY'S RACING POST ⭕️

🇮🇪  Lee Mottershead reports as Irish stars descend on Cheltenham
☁️ Latest news on the eve of the festival as tough weather looms
🏇 Cheltenham's greatest ride is revealed https://t.co/ttr0E2at8E",9,1,263069,4
